"Number of daily smokers - both (IHME, GHDx (2012))",Entity,Code,Year
140048,Timor,TLS,2002
147235,Timor,TLS,2003
154451,Timor,TLS,2004
159982,Timor,TLS,2005
163384,Timor,TLS,2006
165353,Timor,TLS,2007
166547,Timor,TLS,2008
168047,Timor,TLS,2009
171292,Timor,TLS,2010
174945,Timor,TLS,2011
179232,Timor,TLS,2012
103864,Togo,TGO,1980
106816,Togo,TGO,1981
109954,Togo,TGO,1982
113227,Togo,TGO,1983
116658,Togo,TGO,1984
120050,Togo,TGO,1985
123379,Togo,TGO,1986
126535,Togo,TGO,1987
129681,Togo,TGO,1988
132742,Togo,TGO,1989
135586,Togo,TGO,1990
138021,Togo,TGO,1991
140003,Togo,TGO,1992
141371,Togo,TGO,1993
143174,Togo,TGO,1994
145465,Togo,TGO,1995
148434,Togo,TGO,1996
151741,Togo,TGO,1997
155441,Togo,TGO,1998
159484,Togo,TGO,1999
163746,Togo,TGO,2000
168262,Togo,TGO,2001
173004,Togo,TGO,2002
178139,Togo,TGO,2003
183472,Togo,TGO,2004
189039,Togo,TGO,2005
194989,Togo,TGO,2006
201298,Togo,TGO,2007
208003,Togo,TGO,2008
214949,Togo,TGO,2009
222273,Togo,TGO,2010
229939,Togo,TGO,2011
237982,Togo,TGO,2012
17422,Tonga,TON,1980
17493,Tonga,TON,1981
17434,Tonga,TON,1982
17324,Tonga,TON,1983
17227,Tonga,TON,1984
17214,Tonga,TON,1985
17303,Tonga,TON,1986
17477,Tonga,TON,1987
17700,Tonga,TON,1988
17905,Tonga,TON,1989
18057,Tonga,TON,1990
18132,Tonga,TON,1991
18145,Tonga,TON,1992
18125,Tonga,TON,1993
18110,Tonga,TON,1994
18139,Tonga,TON,1995
18221,Tonga,TON,1996
18360,Tonga,TON,1997
18604,Tonga,TON,1998
18900,Tonga,TON,1999
19226,Tonga,TON,2000
19572,Tonga,TON,2001
19940,Tonga,TON,2002
20358,Tonga,TON,2003
20821,Tonga,TON,2004
21733,Tonga,TON,2005
22601,Tonga,TON,2006
22707,Tonga,TON,2007
22656,Tonga,TON,2008
22512,Tonga,TON,2009
22328,Tonga,TON,2010
22168,Tonga,TON,2011
22029,Tonga,TON,2012
153215,Trinidad and Tobago,TTO,1980
149013,Trinidad and Tobago,TTO,1981
145850,Trinidad and Tobago,TTO,1982
145139,Trinidad and Tobago,TTO,1983
145470,Trinidad and Tobago,TTO,1984
146390,Trinidad and Tobago,TTO,1985
147877,Trinidad and Tobago,TTO,1986
149671,Trinidad and Tobago,TTO,1987
151782,Trinidad and Tobago,TTO,1988
153945,Trinidad and Tobago,TTO,1989
155923,Trinidad and Tobago,TTO,1990
157496,Trinidad and Tobago,TTO,1991
159286,Trinidad and Tobago,TTO,1992
161193,Trinidad and Tobago,TTO,1993
162265,Trinidad and Tobago,TTO,1994
162937,Trinidad and Tobago,TTO,1995
163640,Trinidad and Tobago,TTO,1996
163815,Trinidad and Tobago,TTO,1997
164200,Trinidad and Tobago,TTO,1998
165110,Trinidad and Tobago,TTO,1999
165829,Trinidad and Tobago,TTO,2000
167749,Trinidad and Tobago,TTO,2001
170400,Trinidad and Tobago,TTO,2002
171385,Trinidad and Tobago,TTO,2003
172616,Trinidad and Tobago,TTO,2004
173923,Trinidad and Tobago,TTO,2005
175011,Trinidad and Tobago,TTO,2006
176016,Trinidad and Tobago,TTO,2007
176833,Trinidad and Tobago,TTO,2008
178861,Trinidad and Tobago,TTO,2009
181116,Trinidad and Tobago,TTO,2010
183768,Trinidad and Tobago,TTO,2011
186373,Trinidad and Tobago,TTO,2012
753532,Tunisia,TUN,1980
783468,Tunisia,TUN,1981
814461,Tunisia,TUN,1982
846781,Tunisia,TUN,1983
880837,Tunisia,TUN,1984
916326,Tunisia,TUN,1985
953124,Tunisia,TUN,1986
991066,Tunisia,TUN,1987
1030225,Tunisia,TUN,1988
1069698,Tunisia,TUN,1989
1109519,Tunisia,TUN,1990
1149968,Tunisia,TUN,1991
1190529,Tunisia,TUN,1992
1230776,Tunisia,TUN,1993
1270912,Tunisia,TUN,1994
1311560,Tunisia,TUN,1995
1353573,Tunisia,TUN,1996
1418231,Tunisia,TUN,1997
1482376,Tunisia,TUN,1998
1544802,Tunisia,TUN,1999
1604412,Tunisia,TUN,2000
1660501,Tunisia,TUN,2001
1698381,Tunisia,TUN,2002
1732237,Tunisia,TUN,2003
1763356,Tunisia,TUN,2004
1793654,Tunisia,TUN,2005
1825384,Tunisia,TUN,2006
1859882,Tunisia,TUN,2007
1897877,Tunisia,TUN,2008
1936727,Tunisia,TUN,2009
1975510,Tunisia,TUN,2010
2014204,Tunisia,TUN,2011
2044971,Tunisia,TUN,2012
7361652,Turkey,TUR,1980
7530174,Turkey,TUR,1981
7724021,Turkey,TUR,1982
7933455,Turkey,TUR,1983
8154330,Turkey,TUR,1984
8383193,Turkey,TUR,1985
8609212,Turkey,TUR,1986
8809151,Turkey,TUR,1987
9031926,Turkey,TUR,1988
9279599,Turkey,TUR,1989
9503417,Turkey,TUR,1990
9762243,Turkey,TUR,1991
10023248,Turkey,TUR,1992
10272046,Turkey,TUR,1993
10622074,Turkey,TUR,1994
10969689,Turkey,TUR,1995
11318618,Turkey,TUR,1996
11735152,Turkey,TUR,1997
12125543,Turkey,TUR,1998
12539167,Turkey,TUR,1999
12906404,Turkey,TUR,2000
13342447,Turkey,TUR,2001
13751443,Turkey,TUR,2002
14134125,Turkey,TUR,2003
14565113,Turkey,TUR,2004
14845480,Turkey,TUR,2005
14868187,Turkey,TUR,2006
14798100,Turkey,TUR,2007
14703598,Turkey,TUR,2008
14712965,Turkey,TUR,2009
14566323,Turkey,TUR,2010
14497414,Turkey,TUR,2011
14488774,Turkey,TUR,2012
342522,Turkmenistan,TKM,1980
352891,Turkmenistan,TKM,1981
363280,Turkmenistan,TKM,1982
373463,Turkmenistan,TKM,1983
383555,Turkmenistan,TKM,1984
393568,Turkmenistan,TKM,1985
402932,Turkmenistan,TKM,1986
412271,Turkmenistan,TKM,1987
421399,Turkmenistan,TKM,1988
431700,Turkmenistan,TKM,1989
442124,Turkmenistan,TKM,1990
455003,Turkmenistan,TKM,1991
471999,Turkmenistan,TKM,1992
489569,Turkmenistan,TKM,1993
511343,Turkmenistan,TKM,1994
535471,Turkmenistan,TKM,1995
558345,Turkmenistan,TKM,1996
586459,Turkmenistan,TKM,1997
612944,Turkmenistan,TKM,1998
634172,Turkmenistan,TKM,1999
650449,Turkmenistan,TKM,2000
662382,Turkmenistan,TKM,2001
671740,Turkmenistan,TKM,2002
679065,Turkmenistan,TKM,2003
684648,Turkmenistan,TKM,2004
687678,Turkmenistan,TKM,2005
690763,Turkmenistan,TKM,2006
693970,Turkmenistan,TKM,2007
696885,Turkmenistan,TKM,2008
701849,Turkmenistan,TKM,2009
707148,Turkmenistan,TKM,2010
712926,Turkmenistan,TKM,2011
720159,Turkmenistan,TKM,2012
809573,Uganda,UGA,1980
835945,Uganda,UGA,1981
863501,Uganda,UGA,1982
892346,Uganda,UGA,1983
923643,Uganda,UGA,1984
958012,Uganda,UGA,1985
995173,Uganda,UGA,1986
1034765,Uganda,UGA,1987
1075688,Uganda,UGA,1988
1117717,Uganda,UGA,1989
1160171,Uganda,UGA,1990
1203184,Uganda,UGA,1991
1246621,Uganda,UGA,1992
1289812,Uganda,UGA,1993
1332144,Uganda,UGA,1994
1374266,Uganda,UGA,1995
1416122,Uganda,UGA,1996
1430961,Uganda,UGA,1997
1445032,Uganda,UGA,1998
1459210,Uganda,UGA,1999
1474554,Uganda,UGA,2000
1489679,Uganda,UGA,2001
1472066,Uganda,UGA,2002
1454667,Uganda,UGA,2003
1440664,Uganda,UGA,2004
1429189,Uganda,UGA,2005
1421636,Uganda,UGA,2006
1413457,Uganda,UGA,2007
1404573,Uganda,UGA,2008
1398794,Uganda,UGA,2009
1399248,Uganda,UGA,2010
1409740,Uganda,UGA,2011
1456756,Uganda,UGA,2012
12415648,Ukraine,UKR,1980
12449443,Ukraine,UKR,1981
12471873,Ukraine,UKR,1982
12478838,Ukraine,UKR,1983
12469770,Ukraine,UKR,1984
12446918,Ukraine,UKR,1985
12425245,Ukraine,UKR,1986
12406218,Ukraine,UKR,1987
12385568,Ukraine,UKR,1988
12363752,Ukraine,UKR,1989
12346844,Ukraine,UKR,1990
12340879,Ukraine,UKR,1991
12354007,Ukraine,UKR,1992
12345333,Ukraine,UKR,1993
12284476,Ukraine,UKR,1994
12213444,Ukraine,UKR,1995
12114227,Ukraine,UKR,1996
12034684,Ukraine,UKR,1997
12012517,Ukraine,UKR,1998
12047812,Ukraine,UKR,1999
12124597,Ukraine,UKR,2000
12307585,Ukraine,UKR,2001
12470746,Ukraine,UKR,2002
12493235,Ukraine,UKR,2003
12573594,Ukraine,UKR,2004
12524440,Ukraine,UKR,2005
12131522,Ukraine,UKR,2006
11642168,Ukraine,UKR,2007
11188894,Ukraine,UKR,2008
10795382,Ukraine,UKR,2009
10565737,Ukraine,UKR,2010
10485257,Ukraine,UKR,2011
10474520,Ukraine,UKR,2012
143031,United Arab Emirates,ARE,1980
151336,United Arab Emirates,ARE,1981
156823,United Arab Emirates,ARE,1982
160892,United Arab Emirates,ARE,1983
165490,United Arab Emirates,ARE,1984
172025,United Arab Emirates,ARE,1985
180988,United Arab Emirates,ARE,1986
191917,United Arab Emirates,ARE,1987
204986,United Arab Emirates,ARE,1988
219533,United Arab Emirates,ARE,1989
235130,United Arab Emirates,ARE,1990
252150,United Arab Emirates,ARE,1991
270739,United Arab Emirates,ARE,1992
290264,United Arab Emirates,ARE,1993
309678,United Arab Emirates,ARE,1994
328643,United Arab Emirates,ARE,1995
342095,United Arab Emirates,ARE,1996
349253,United Arab Emirates,ARE,1997
354595,United Arab Emirates,ARE,1998
358930,United Arab Emirates,ARE,1999
363027,United Arab Emirates,ARE,2000
365445,United Arab Emirates,ARE,2001
368571,United Arab Emirates,ARE,2002
381618,United Arab Emirates,ARE,2003
421401,United Arab Emirates,ARE,2004
489986,United Arab Emirates,ARE,2005
592604,United Arab Emirates,ARE,2006
724334,United Arab Emirates,ARE,2007
869488,United Arab Emirates,ARE,2008
1005570,United Arab Emirates,ARE,2009
1116140,United Arab Emirates,ARE,2010
1195008,United Arab Emirates,ARE,2011
1244846,United Arab Emirates,ARE,2012
16434009,United Kingdom,GBR,1980
16278975,United Kingdom,GBR,1981
16038724,United Kingdom,GBR,1982
15748129,United Kingdom,GBR,1983
15451220,United Kingdom,GBR,1984
15128669,United Kingdom,GBR,1985
14777780,United Kingdom,GBR,1986
14414574,United Kingdom,GBR,1987
14055777,United Kingdom,GBR,1988
13780015,United Kingdom,GBR,1989
13572064,United Kingdom,GBR,1990
13449798,United Kingdom,GBR,1991
13352942,United Kingdom,GBR,1992
13296530,United Kingdom,GBR,1993
13268584,United Kingdom,GBR,1994
13267456,United Kingdom,GBR,1995
13264111,United Kingdom,GBR,1996
13223104,United Kingdom,GBR,1997
13164035,United Kingdom,GBR,1998
13074860,United Kingdom,GBR,1999
12922470,United Kingdom,GBR,2000
12761897,United Kingdom,GBR,2001
12579957,United Kingdom,GBR,2002
12303880,United Kingdom,GBR,2003
12008842,United Kingdom,GBR,2004
11718477,United Kingdom,GBR,2005
11392922,United Kingdom,GBR,2006
11057964,United Kingdom,GBR,2007
10786694,United Kingdom,GBR,2008
10582522,United Kingdom,GBR,2009
10407816,United Kingdom,GBR,2010
10326098,United Kingdom,GBR,2011
10355707,United Kingdom,GBR,2012
52232402,United States,USA,1980
52230753,United States,USA,1981
52559045,United States,USA,1982
52516876,United States,USA,1983
51771496,United States,USA,1984
50935528,United States,USA,1985
50109208,United States,USA,1986
49421448,United States,USA,1987
48696624,United States,USA,1988
47937804,United States,USA,1989
47292146,United States,USA,1990
46901035,United States,USA,1991
46356087,United States,USA,1992
45681677,United States,USA,1993
44931865,United States,USA,1994
44486513,United States,USA,1995
44253262,United States,USA,1996
44144468,United States,USA,1997
44047670,United States,USA,1998
43801784,United States,USA,1999
43417781,United States,USA,2000
42955437,United States,USA,2001
42503357,United States,USA,2002
42134091,United States,USA,2003
41991711,United States,USA,2004
41858606,United States,USA,2005
41642152,United States,USA,2006
41208245,United States,USA,2007
40705734,United States,USA,2008
40190296,United States,USA,2009
39506090,United States,USA,2010
38783730,United States,USA,2011
38325132,United States,USA,2012
637445,Uruguay,URY,1980
641267,Uruguay,URY,1981
645795,Uruguay,URY,1982
651374,Uruguay,URY,1983
657290,Uruguay,URY,1984
663604,Uruguay,URY,1985
669496,Uruguay,URY,1986
674862,Uruguay,URY,1987
680719,Uruguay,URY,1988
687473,Uruguay,URY,1989
695476,Uruguay,URY,1990
704487,Uruguay,URY,1991
710624,Uruguay,URY,1992
716232,Uruguay,URY,1993
720298,Uruguay,URY,1994
722708,Uruguay,URY,1995
722308,Uruguay,URY,1996
708924,Uruguay,URY,1997
698082,Uruguay,URY,1998
690425,Uruguay,URY,1999
684419,Uruguay,URY,2000
678372,Uruguay,URY,2001
672220,Uruguay,URY,2002
664580,Uruguay,URY,2003
649908,Uruguay,URY,2004
634737,Uruguay,URY,2005
620714,Uruguay,URY,2006
604913,Uruguay,URY,2007
591262,Uruguay,URY,2008
580974,Uruguay,URY,2009
580853,Uruguay,URY,2010
583545,Uruguay,URY,2011
588429,Uruguay,URY,2012
933202,Uzbekistan,UZB,1980
970987,Uzbekistan,UZB,1981
1010198,Uzbekistan,UZB,1982
1050219,Uzbekistan,UZB,1983
1090048,Uzbekistan,UZB,1984
1128786,Uzbekistan,UZB,1985
1166522,Uzbekistan,UZB,1986
1203251,Uzbekistan,UZB,1987
1240852,Uzbekistan,UZB,1988
1280138,Uzbekistan,UZB,1989
1321698,Uzbekistan,UZB,1990
1366121,Uzbekistan,UZB,1991
1410098,Uzbekistan,UZB,1992
1454453,Uzbekistan,UZB,1993
1497412,Uzbekistan,UZB,1994
1540412,Uzbekistan,UZB,1995
1583917,Uzbekistan,UZB,1996
1616913,Uzbekistan,UZB,1997
1651021,Uzbekistan,UZB,1998
1684014,Uzbekistan,UZB,1999
1714273,Uzbekistan,UZB,2000
1739380,Uzbekistan,UZB,2001
1761589,Uzbekistan,UZB,2002
1766931,Uzbekistan,UZB,2003
1779492,Uzbekistan,UZB,2004
1801190,Uzbekistan,UZB,2005
1832919,Uzbekistan,UZB,2006
1887440,Uzbekistan,UZB,2007
1952108,Uzbekistan,UZB,2008
2025016,Uzbekistan,UZB,2009
2102482,Uzbekistan,UZB,2010
2182634,Uzbekistan,UZB,2011
2263776,Uzbekistan,UZB,2012
14417,Vanuatu,VUT,1980
14763,Vanuatu,VUT,1981
15088,Vanuatu,VUT,1982
15379,Vanuatu,VUT,1983
15667,Vanuatu,VUT,1984
15982,Vanuatu,VUT,1985
16306,Vanuatu,VUT,1986
16658,Vanuatu,VUT,1987
17039,Vanuatu,VUT,1988
17464,Vanuatu,VUT,1989
17925,Vanuatu,VUT,1990
18446,Vanuatu,VUT,1991
19004,Vanuatu,VUT,1992
19582,Vanuatu,VUT,1993
20121,Vanuatu,VUT,1994
20589,Vanuatu,VUT,1995
20979,Vanuatu,VUT,1996
21328,Vanuatu,VUT,1997
21602,Vanuatu,VUT,1998
21762,Vanuatu,VUT,1999
21901,Vanuatu,VUT,2000
22094,Vanuatu,VUT,2001
22347,Vanuatu,VUT,2002
22690,Vanuatu,VUT,2003
23078,Vanuatu,VUT,2004
23467,Vanuatu,VUT,2005
23863,Vanuatu,VUT,2006
24242,Vanuatu,VUT,2007
24701,Vanuatu,VUT,2008
25109,Vanuatu,VUT,2009
24990,Vanuatu,VUT,2010
24860,Vanuatu,VUT,2011
25254,Vanuatu,VUT,2012
2302070,Venezuela,VEN,1980
2323859,Venezuela,VEN,1981
2327707,Venezuela,VEN,1982
2289978,Venezuela,VEN,1983
2264781,Venezuela,VEN,1984
2243123,Venezuela,VEN,1985
2246329,Venezuela,VEN,1986
2264961,Venezuela,VEN,1987
2305277,Venezuela,VEN,1988
2311485,Venezuela,VEN,1989
2337962,Venezuela,VEN,1990
2390501,Venezuela,VEN,1991
2456951,Venezuela,VEN,1992
2520200,Venezuela,VEN,1993
2568477,Venezuela,VEN,1994
2626864,Venezuela,VEN,1995
2686606,Venezuela,VEN,1996
2736725,Venezuela,VEN,1997
2784362,Venezuela,VEN,1998
2814922,Venezuela,VEN,1999
2856345,Venezuela,VEN,2000
2906608,Venezuela,VEN,2001
2937488,Venezuela,VEN,2002
2951735,Venezuela,VEN,2003
3001684,Venezuela,VEN,2004
3069210,Venezuela,VEN,2005
3118803,Venezuela,VEN,2006
3182288,Venezuela,VEN,2007
3255984,Venezuela,VEN,2008
3311280,Venezuela,VEN,2009
3355825,Venezuela,VEN,2010
3421867,Venezuela,VEN,2011
3530702,Venezuela,VEN,2012
8678587,Vietnam,VNM,1980
9002559,Vietnam,VNM,1981
9353216,Vietnam,VNM,1982
9727920,Vietnam,VNM,1983
10124467,Vietnam,VNM,1984
10533429,Vietnam,VNM,1985
10959613,Vietnam,VNM,1986
11404278,Vietnam,VNM,1987
11869213,Vietnam,VNM,1988
12350011,Vietnam,VNM,1989
12839422,Vietnam,VNM,1990
13328212,Vietnam,VNM,1991
13817655,Vietnam,VNM,1992
14297001,Vietnam,VNM,1993
14446937,Vietnam,VNM,1994
14539126,Vietnam,VNM,1995
14590543,Vietnam,VNM,1996
14442160,Vietnam,VNM,1997
14378346,Vietnam,VNM,1998
14248455,Vietnam,VNM,1999
14126647,Vietnam,VNM,2000
14002280,Vietnam,VNM,2001
13844907,Vietnam,VNM,2002
13459244,Vietnam,VNM,2003
13296300,Vietnam,VNM,2004
13189657,Vietnam,VNM,2005
13175898,Vietnam,VNM,2006
13219662,Vietnam,VNM,2007
13330130,Vietnam,VNM,2008
13515037,Vietnam,VNM,2009
13748889,Vietnam,VNM,2010
14091375,Vietnam,VNM,2011
14464714,Vietnam,VNM,2012
720677620,World,OWID_WRL,1980
735616954,World,OWID_WRL,1981
751462004,World,OWID_WRL,1982
767196994,World,OWID_WRL,1983
781975779,World,OWID_WRL,1984
794518590,World,OWID_WRL,1985
806649682,World,OWID_WRL,1986
818725556,World,OWID_WRL,1987
830649030,World,OWID_WRL,1988
842250889,World,OWID_WRL,1989
853619292,World,OWID_WRL,1990
864955863,World,OWID_WRL,1991
876037585,World,OWID_WRL,1992
886638113,World,OWID_WRL,1993
895401851,World,OWID_WRL,1994
904394638,World,OWID_WRL,1995
914102417,World,OWID_WRL,1996
917432987,World,OWID_WRL,1997
920502336,World,OWID_WRL,1998
922391331,World,OWID_WRL,1999
920970035,World,OWID_WRL,2000
919667321,World,OWID_WRL,2001
919015114,World,OWID_WRL,2002
920175120,World,OWID_WRL,2003
922674725,World,OWID_WRL,2004
923889703,World,OWID_WRL,2005
923605535,World,OWID_WRL,2006
922136030,World,OWID_WRL,2007
923974257,World,OWID_WRL,2008
929390882,World,OWID_WRL,2009
938591580,World,OWID_WRL,2010
951726906,World,OWID_WRL,2011
967313733,World,OWID_WRL,2012
813279,Yemen,YEM,1980
828801,Yemen,YEM,1981
847057,Yemen,YEM,1982
866642,Yemen,YEM,1983
887229,Yemen,YEM,1984
910229,Yemen,YEM,1985
933279,Yemen,YEM,1986
956611,Yemen,YEM,1987
985953,Yemen,YEM,1988
1026774,Yemen,YEM,1989
1079658,Yemen,YEM,1990
1152094,Yemen,YEM,1991
1238039,Yemen,YEM,1992
1332684,Yemen,YEM,1993
1423870,Yemen,YEM,1994
1502385,Yemen,YEM,1995
1564710,Yemen,YEM,1996
1582492,Yemen,YEM,1997
1594389,Yemen,YEM,1998
1606026,Yemen,YEM,1999
1617865,Yemen,YEM,2000
1628756,Yemen,YEM,2001
1634223,Yemen,YEM,2002
1577194,Yemen,YEM,2003
1531250,Yemen,YEM,2004
1499234,Yemen,YEM,2005
1529959,Yemen,YEM,2006
1578415,Yemen,YEM,2007
1642342,Yemen,YEM,2008
1719907,Yemen,YEM,2009
1804053,Yemen,YEM,2010
1906588,Yemen,YEM,2011
2017418,Yemen,YEM,2012
381862,Zambia,ZMB,1980
392102,Zambia,ZMB,1981
402531,Zambia,ZMB,1982
413974,Zambia,ZMB,1983
425153,Zambia,ZMB,1984
436707,Zambia,ZMB,1985
448016,Zambia,ZMB,1986
460008,Zambia,ZMB,1987
472417,Zambia,ZMB,1988
484288,Zambia,ZMB,1989
495861,Zambia,ZMB,1990
507070,Zambia,ZMB,1991
518027,Zambia,ZMB,1992
529444,Zambia,ZMB,1993
540621,Zambia,ZMB,1994
553012,Zambia,ZMB,1995
566447,Zambia,ZMB,1996
577881,Zambia,ZMB,1997
589503,Zambia,ZMB,1998
600339,Zambia,ZMB,1999
609767,Zambia,ZMB,2000
617373,Zambia,ZMB,2001
620853,Zambia,ZMB,2002
616123,Zambia,ZMB,2003
631444,Zambia,ZMB,2004
652548,Zambia,ZMB,2005
679278,Zambia,ZMB,2006
709207,Zambia,ZMB,2007
736308,Zambia,ZMB,2008
763878,Zambia,ZMB,2009
792719,Zambia,ZMB,2010
822985,Zambia,ZMB,2011
854674,Zambia,ZMB,2012
491356,Zimbabwe,ZWE,1980
506488,Zimbabwe,ZWE,1981
523222,Zimbabwe,ZWE,1982
541334,Zimbabwe,ZWE,1983
560558,Zimbabwe,ZWE,1984
580638,Zimbabwe,ZWE,1985
601239,Zimbabwe,ZWE,1986
622283,Zimbabwe,ZWE,1987
643066,Zimbabwe,ZWE,1988
662410,Zimbabwe,ZWE,1989
679641,Zimbabwe,ZWE,1990
694041,Zimbabwe,ZWE,1991
705675,Zimbabwe,ZWE,1992
715795,Zimbabwe,ZWE,1993
725476,Zimbabwe,ZWE,1994
735497,Zimbabwe,ZWE,1995
746347,Zimbabwe,ZWE,1996
762272,Zimbabwe,ZWE,1997
776076,Zimbabwe,ZWE,1998
786396,Zimbabwe,ZWE,1999
793598,Zimbabwe,ZWE,2000
798383,Zimbabwe,ZWE,2001
801574,Zimbabwe,ZWE,2002
805529,Zimbabwe,ZWE,2003
820406,Zimbabwe,ZWE,2004
834811,Zimbabwe,ZWE,2005
840209,Zimbabwe,ZWE,2006
839424,Zimbabwe,ZWE,2007
839607,Zimbabwe,ZWE,2008
845442,Zimbabwe,ZWE,2009
860929,Zimbabwe,ZWE,2010
888279,Zimbabwe,ZWE,2011
929016,Zimbabwe,ZWE,2012
